"studyid","accession","case_sample","tissue","platform","species","Series_pubmed_id","X.Sample_characteristics_ch1"
"Ods007916","GSE150027","GSM4520925","Distal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Male""_""treatment: CTL""_""age: 56""_""tissue: Distal""_""sample type: RNA-sequencing"""
"Ods007918","GSE150027","GSM4520927","Distal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Female""_""treatment: CTL""_""age: 74""_""tissue: Distal""_""sample type: RNA-sequencing"""
"Ods007920","GSE150027","GSM4520929","Proximal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Male""_""treatment: CTL""_""age: 54""_""tissue: Proximal""_""sample type: RNA-sequencing"""
"Ods007922","GSE150027","GSM4520931","Distal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Female""_""treatment: CTL""_""age: 64""_""tissue: Distal""_""sample type: RNA-sequencing"""
"Ods007924","GSE150027","GSM4520933","Proximal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Male""_""treatment: CTL""_""age: 64""_""tissue: Proximal""_""sample type: RNA-sequencing"""
"Ods007926","GSE150027","GSM4520935","Proximal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Female""_""treatment: CTL""_""age: 58""_""tissue: Proximal""_""sample type: RNA-sequencing"""
"Ods007928","GSE150027","GSM4520937","Distal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Male""_""treatment: CTL""_""age: 60""_""tissue: Distal""_""sample type: RNA-sequencing"""
"Ods007930","GSE150027","GSM4520939","Proximal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Female""_""treatment: CTL""_""age: 71""_""tissue: Proximal""_""sample type: RNA-sequencing"""
"Ods007932","GSE150027","GSM4520941","Proximal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Male""_""treatment: CTL""_""age: 53""_""tissue: Proximal""_""sample type: RNA-sequencing"""
"Ods007934","GSE150027","GSM4520943","Proximal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Male""_""treatment: CTL""_""age: 59""_""tissue: Proximal""_""sample type: RNA-sequencing"""
"Ods007936","GSE150027","GSM4520945","Distal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Female""_""treatment: CTL""_""age: 61""_""tissue: Distal""_""sample type: RNA-sequencing"""
"Ods007938","GSE150027","GSM4520947","Proximal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Male""_""treatment: CTL""_""age: 66""_""tissue: Proximal""_""sample type: RNA-sequencing"""
"Ods007940","GSE150027","GSM4520949","Proximal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Male""_""treatment: CTL""_""age: 34""_""tissue: Proximal""_""sample type: RNA-sequencing"""
"Ods007942","GSE150027","GSM4520951","Distal colon","RNA-Seq","Homo sapiens","33432071","""cell type: Colon Organoid""_""gender: Female""_""treatment: CTL""_""age: 22""_""tissue: Distal""_""sample type: RNA-sequencing"""
"Ods007993","GSE150697","GSM4556895","Small intestine","RNA-Seq","Mus musculus","33757992","""tissue: intestinal organoids""_""tissue source: small intestine""_""genotype: WT"""
"Ods007994","GSE150697","GSM4556896","Small intestine","RNA-Seq","Mus musculus","33757992","""tissue: intestinal organoids""_""tissue source: small intestine""_""genotype: WT"""
"Ods007995","GSE150697","GSM4556897","Small intestine","RNA-Seq","Mus musculus","33757992","""tissue: intestinal organoids""_""tissue source: small intestine""_""genotype: WT"""
"Ods008053","GSE151190","GSM4568320","Midbrain","RNA-Seq","Homo sapiens","33597231","""cell type: H9 hESC""_""timepoint: DIV 0""_""genotype: wild type"""
"Ods008055","GSE151190","GSM4568322","Midbrain","RNA-Seq","Homo sapiens","33597231","""cell type: H9 hESC-derived Midbrain Organoid""_""timepoint: DIV 4""_""genotype: wild type"""
"Ods008057","GSE151190","GSM4568324","Midbrain","RNA-Seq","Homo sapiens","33597231","""cell type: H9 hESC-derived Midbrain Organoid""_""timepoint: DIV 15""_""genotype: wild type"""
"Ods008059","GSE151190","GSM4568326","Midbrain","RNA-Seq","Homo sapiens","33597231","""cell type: H9 hESC-derived Midbrain Organoid""_""timepoint: DIV 30""_""genotype: wild type"""
"Ods008155","GSE151818","GSM4591408","Embryoid body","RNA-Seq","Homo sapiens",NA,"""cell type: hiPSC-derived embryoid body""_""disease state: Healthy/ Control""_"""""
"Ods008156","GSE151818","GSM4591409","Embryoid body","RNA-Seq","Homo sapiens",NA,"""cell type: hiPSC-derived embryoid body""_""disease state: Healthy/ Control""_"""""
"Ods008157","GSE151818","GSM4591410","Embryoid body","RNA-Seq","Homo sapiens",NA,"""cell type: hiPSC-derived embryoid body""_""disease state: Healthy/ Control""_"""""
"Ods008158","GSE151818","GSM4591411","Forebrain","RNA-Seq","Homo sapiens",NA,"""cell type: hiPSC-derived organoid""_""disease state: Healthy/ Control""_"""""
"Ods008159","GSE151818","GSM4591412","Forebrain","RNA-Seq","Homo sapiens",NA,"""cell type: hiPSC-derived organoid""_""disease state: Healthy/ Control""_"""""
"Ods008160","GSE151818","GSM4591413","Forebrain","RNA-Seq","Homo sapiens",NA,"""cell type: hiPSC-derived organoid""_""disease state: Healthy/ Control""_"""""
"Ods008161","GSE151818","GSM4591414","Forebrain","RNA-Seq","Homo sapiens",NA,"""cell type: hiPSC-derived organoid""_""disease state: Healthy/ Control""_"""""
"Ods008162","GSE151818","GSM4591415","Forebrain","RNA-Seq","Homo sapiens",NA,"""cell type: hiPSC-derived organoid""_""disease state: Healthy/ Control""_"""""
"Ods008163","GSE151818","GSM4591416","Forebrain","RNA-Seq","Homo sapiens",NA,"""cell type: hiPSC-derived organoid""_""disease state: Healthy/ Control""_"""""
"Ods008164","GSE151818","GSM4591417","Forebrain","RNA-Seq","Homo sapiens",NA,"""cell type: hiPSC-derived organoid""_""disease state: Healthy/ Control""_"""""
"Ods008165","GSE151818","GSM4591418","Forebrain","RNA-Seq","Homo sapiens",NA,"""cell type: hiPSC-derived organoid""_""disease state: Healthy/ Control""_"""""
"Ods008166","GSE151818","GSM4591419","Forebrain","RNA-Seq","Homo sapiens",NA,"""cell type: hiPSC-derived organoid""_""disease state: Healthy/ Control""_"""""
"Ods008283","GSE152586","GSM4618451","Alveolus","RNA-Seq","Homo sapiens","33128895","""tissue: Lung""_""cell type: alveolar type 2 cells""_""infection status: without infection"""
"Ods008284","GSE152586","GSM4618452","Alveolus","RNA-Seq","Homo sapiens","33128895","""tissue: Lung""_""cell type: alveolar type 2 cells""_""infection status: without infection"""
"Ods008285","GSE152586","GSM4618453","Alveolus","RNA-Seq","Homo sapiens","33128895","""tissue: Lung""_""cell type: alveolar type 2 cells""_""infection status: without infection"""
"Ods008299","GSE153075","GSM4633804","Embryoid body","RNA-Seq","Homo sapiens",NA,"""cell type: iPSC-derived organoid""_""time point: Day 100"""
"Ods008300","GSE153075","GSM4633805","Intestine","RNA-Seq","Homo sapiens",NA,"""cell type: iPSC-derived organoid""_""time point: Day 100"""
"Ods008322","GSE153101","GSM4630032","Retina","RNA-Seq","Homo sapiens","33513359","""age: d125""_""genotype: WT"""
"Ods008323","GSE153101","GSM4630033","Retina","RNA-Seq","Homo sapiens","33513359","""age: d125""_""genotype: WT"""
"Ods008324","GSE153101","GSM4630034","Retina","RNA-Seq","Homo sapiens","33513359","""age: d125""_""genotype: WT"""
"Ods008325","GSE153101","GSM4630035","Retina","RNA-Seq","Homo sapiens","33513359","""age: d200""_""genotype: WT"""
"Ods008326","GSE153101","GSM4630036","Retina","RNA-Seq","Homo sapiens","33513359","""age: d200""_""genotype: WT"""
"Ods008327","GSE153101","GSM4630037","Retina","RNA-Seq","Homo sapiens","33513359","""age: d200""_""genotype: WT"""
"Ods008328","GSE153101","GSM4630038","Retina","RNA-Seq","Homo sapiens","33513359","""age: d200""_""genotype: WT"""
"Ods008329","GSE153101","GSM4630039","Retina","RNA-Seq","Homo sapiens","33513359","""age: d90""_""genotype: WT"""
"Ods008330","GSE153101","GSM4630040","Retina","RNA-Seq","Homo sapiens","33513359","""age: d90""_""genotype: WT"""
"Ods008331","GSE153101","GSM4630041","Retina","RNA-Seq","Homo sapiens","33513359","""age: d90""_""genotype: WT"""
"Ods008332","GSE153101","GSM4630042","Retina","RNA-Seq","Homo sapiens","33513359","""age: d150""_""genotype: WT"""
"Ods008333","GSE153101","GSM4630043","Retina","RNA-Seq","Homo sapiens","33513359","""age: d150""_""genotype: WT"""
"Ods008334","GSE153101","GSM4630044","Retina","RNA-Seq","Homo sapiens","33513359","""age: d150""_""genotype: WT"""
"Ods008348","GSE153101","GSM4630058","Retina","RNA-Seq","Homo sapiens","33513359","""age: d120""_""genotype: WT"""
"Ods008349","GSE153101","GSM4630059","Retina","RNA-Seq","Homo sapiens","33513359","""age: d120""_""genotype: WT"""
"Ods008350","GSE153101","GSM4630060","Retina","RNA-Seq","Homo sapiens","33513359","""age: d120""_""genotype: WT"""
"Ods008354","GSE153101","GSM4630064","Retina","RNA-Seq","Homo sapiens","33513359","""age: d200""_""genotype: WT"""
"Ods008355","GSE153101","GSM4630065","Retina","RNA-Seq","Homo sapiens","33513359","""age: d200""_""genotype: WT"""
"Ods008356","GSE153101","GSM4630066","Retina","RNA-Seq","Homo sapiens","33513359","""age: d200""_""genotype: WT"""
"Ods008360","GSE153101","GSM4634064","Retina","scRNA-Seq","Homo sapiens","33513359","""age: d200""_""genotype: WT""_""treatment: Untreated"""
"Ods008401","GSE153191","GSM4635426","Colon","RNA-Seq","Homo sapiens",NA,"""tissue: colon mucosa""_""culture: static/matrigel""_""inflammatory trigger: None (T-)"""
"Ods008402","GSE153191","GSM4635427","Sigmoid colon","RNA-Seq","Homo sapiens",NA,"""tissue: sigmoid colon mucosa""_""culture: static/matrigel""_""inflammatory trigger: None (T-)"""
"Ods008433","GSE153684","GSM4649172","Fetal stomach","RNA-Seq","Homo sapiens",NA,"""passage: P 13""_""agent: negative paired control"""
"Ods008434","GSE153684","GSM4649173","Fetal stomach","RNA-Seq","Homo sapiens",NA,"""passage: P 13""_""agent: negative paired control"""
"Ods008435","GSE153684","GSM4649174","Fetal stomach","RNA-Seq","Homo sapiens",NA,"""passage: P 13""_""agent: negative paired control"""
"Ods008436","GSE153684","GSM4649175","Fetal stomach","RNA-Seq","Homo sapiens",NA,"""passage: P 18""_""agent: negative paired control"""
"Ods008437","GSE153684","GSM4649176","Fetal stomach","RNA-Seq","Homo sapiens",NA,"""passage: P 18""_""agent: negative paired control"""
"Ods008438","GSE153684","GSM4649177","Fetal stomach","RNA-Seq","Homo sapiens",NA,"""passage: P 18""_""agent: negative paired control"""
"Ods008540","GSE155130","GSM4695937","Brain","RNA-Seq","Homo sapiens",NA,"""cell type: H9 ES-derived cells""_""treatment: cells transfected by control lentivirus""_""genotype: shCtrl"""
"Ods008541","GSE155130","GSM4695938","Brain","RNA-Seq","Homo sapiens",NA,"""cell type: H9 ES-derived cells""_""treatment: cells transfected by control lentivirus""_""genotype: shCtrl"""
"Ods008576","GSE155384","GSM4700838","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 1""_""agent: 0 uM CHIR"""
"Ods008577","GSE155384","GSM4700839","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 1""_""agent: 0 uM CHIR"""
"Ods008578","GSE155384","GSM4700840","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 1""_""agent: 0 uM CHIR"""
"Ods008582","GSE155384","GSM4700844","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 3""_""agent: 0 uM CHIR"""
"Ods008583","GSE155384","GSM4700845","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 3""_""agent: 0 uM CHIR"""
"Ods008584","GSE155384","GSM4700846","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 3""_""agent: 0 uM CHIR"""
"Ods008588","GSE155384","GSM4700850","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 5""_""agent: 0 uM CHIR"""
"Ods008589","GSE155384","GSM4700851","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 5""_""agent: 0 uM CHIR"""
"Ods008590","GSE155384","GSM4700852","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 5""_""agent: 0 uM CHIR"""
"Ods008594","GSE155384","GSM4700856","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 7""_""agent: 0 uM CHIR"""
"Ods008595","GSE155384","GSM4700857","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 7""_""agent: 0 uM CHIR"""
"Ods008596","GSE155384","GSM4700858","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 7""_""agent: 0 uM CHIR"""
"Ods008600","GSE155384","GSM4700862","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 10""_""agent: 0 uM CHIR"""
"Ods008601","GSE155384","GSM4700863","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 10""_""agent: 0 uM CHIR"""
"Ods008602","GSE155384","GSM4700864","Neural tube","RNA-Seq","Homo sapiens",NA,"""cell type: non-elongating organoids""_""time point: day 10""_""agent: 0 uM CHIR"""
"Ods008659","GSE156519","GSM4732848","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from ERCP"""
"Ods008660","GSE156519","GSM4732849","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from ERCP"""
"Ods008661","GSE156519","GSM4732850","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from ERCP"""
"Ods008662","GSE156519","GSM4732851","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from bile"""
"Ods008663","GSE156519","GSM4732852","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from bile"""
"Ods008664","GSE156519","GSM4732853","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from bile"""
"Ods008665","GSE156519","GSM4732854","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from extrahepatic bile duct"""
"Ods008666","GSE156519","GSM4732855","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from extrahepatic bile duct"""
"Ods008667","GSE156519","GSM4732856","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from extrahepatic bile duct"""
"Ods008668","GSE156519","GSM4732857","Intrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from intrahepatic bile duct"""
"Ods008669","GSE156519","GSM4732858","Intrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from intrahepatic bile duct"""
"Ods008670","GSE156519","GSM4732859","Intrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from intrahepatic bile duct"""
"Ods008671","GSE156519","GSM5133484","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from ERCP"""
"Ods008672","GSE156519","GSM5133485","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from ERCP"""
"Ods008673","GSE156519","GSM5133486","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: human cholangiocyte organoids generated from ERCP"""
"Ods008674","GSE156519","GSM5133487","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: ERCP organoids cultured on human ductal scaffolds"""
"Ods008675","GSE156519","GSM5133488","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: ERCP organoids cultured on human ductal scaffolds"""
"Ods008676","GSE156519","GSM5133489","Extrahepatic bile duct","RNA-Seq","Homo sapiens",NA,"""tissue: ERCP organoids cultured on human ductal scaffolds"""
"Ods008691","GSE156760","GSM4743598","Ileum","scRNA-Seq","Homo sapiens","33904651","""treatment: Mock""_""tissue: Ileum Organoids"""
"Ods008732","GSE157055","GSM4751782","Lung","RNA-Seq","Homo sapiens",NA,"""condition: Organoid""_""infection: Uninfected"""
"Ods008733","GSE157055","GSM4751783","Lung","RNA-Seq","Homo sapiens",NA,"""condition: Organoid""_""infection: Uninfected"""
"Ods008734","GSE157055","GSM4751786","Lung","RNA-Seq","Homo sapiens",NA,"""condition: Organoid""_""infection: Uninfected"""
"Ods008735","GSE157059","GSM4751828","Ileum","RNA-Seq","Homo sapiens","32995790|34127431|34622168","""condition: Organoid""_""infection: Uninfected"""
"Ods008908","GSE158999","GSM4817123","Embryonic heart","scRNA-Seq","Mus musculus","33176168","""cell type source: mouse embryonic stem cells (mESCs)""_""tissue/cell type: Gastruloids""_""day: 7""_""batch: 1"""
"Ods008910","GSE159201","GSM4822509","Colon","RNA-Seq","Homo sapiens","33852884","""developmental stage: Day 90 colonic organoid directed differentiation""_""culture media: CK+DCI""_""treatment: Mock""_""days post treatment: 1""_""isolation method: whole organoids"""
"Ods008911","GSE159201","GSM4822510","Colon","RNA-Seq","Homo sapiens","33852884","""developmental stage: Day 90 colonic organoid directed differentiation""_""culture media: CK+DCI""_""treatment: Mock""_""days post treatment: 1""_""isolation method: whole organoids"""
"Ods008912","GSE159201","GSM4822511","Colon","RNA-Seq","Homo sapiens","33852884","""developmental stage: Day 90 colonic organoid directed differentiation""_""culture media: CK+DCI""_""treatment: Mock""_""days post treatment: 1""_""isolation method: whole organoids"""
"Ods008916","GSE159201","GSM4822515","Colon","RNA-Seq","Homo sapiens","33852884","""developmental stage: Day 90 colonic organoid directed differentiation""_""culture media: CK+DCI""_""treatment: Mock""_""days post treatment: 4""_""isolation method: whole organoids"""
"Ods008917","GSE159201","GSM4822516","Colon","RNA-Seq","Homo sapiens","33852884","""developmental stage: Day 90 colonic organoid directed differentiation""_""culture media: CK+DCI""_""treatment: Mock""_""days post treatment: 4""_""isolation method: whole organoids"""
"Ods008918","GSE159201","GSM4822517","Colon","RNA-Seq","Homo sapiens","33852884","""developmental stage: Day 90 colonic organoid directed differentiation""_""culture media: CK+DCI""_""treatment: Mock""_""days post treatment: 4""_""isolation method: whole organoids"""
"Ods008922","GSE159201","GSM4822521","Proximal colon","RNA-Seq","Homo sapiens","33852884","""developmental stage: Day 90 proximal organoid directed differentiation""_""culture media: IM+CK""_""treatment: Mock""_""days post treatment: 1""_""isolation method: whole organoids"""
"Ods008923","GSE159201","GSM4822522","Proximal colon","RNA-Seq","Homo sapiens","33852884","""developmental stage: Day 90 proximal organoid directed differentiation""_""culture media: IM+CK""_""treatment: Mock""_""days post treatment: 1""_""isolation method: whole organoids"""
"Ods008924","GSE159201","GSM4822523","Proximal colon","RNA-Seq","Homo sapiens","33852884","""developmental stage: Day 90 proximal organoid directed differentiation""_""culture media: IM+CK""_""treatment: Mock""_""days post treatment: 1""_""isolation method: whole organoids"""
"Ods008928","GSE159201","GSM4822527","Proximal colon","RNA-Seq","Homo sapiens","33852884","""developmental stage: Day 90 proximal organoid directed differentiation""_""culture media: IM+CK""_""treatment: Mock""_""days post treatment: 4""_""isolation method: whole organoids"""
"Ods008929","GSE159201","GSM4822528","Proximal colon","RNA-Seq","Homo sapiens","33852884","""developmental stage: Day 90 proximal organoid directed differentiation""_""culture media: IM+CK""_""treatment: Mock""_""days post treatment: 4""_""isolation method: whole organoids"""
"Ods008930","GSE159201","GSM4822529","Proximal colon","RNA-Seq","Homo sapiens","33852884","""developmental stage: Day 90 proximal organoid directed differentiation""_""culture media: IM+CK""_""treatment: Mock""_""days post treatment: 4""_""isolation method: whole organoids"""
"Ods009123","GSE161928","GSM4923430","Liver","RNA-Seq","Mus musculus",NA,"""strain: BALB/C""_""tissue: liver""_""day: day 7 after cultured"""
"Ods009200","GSE163282","GSM4976569","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 0""_""age: 22""_""tissue: L""_""center: UVA""_""smokingstatus: Never"""
"Ods009202","GSE163282","GSM4976571","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 1""_""age: 34""_""tissue: R""_""center: UVA""_""smokingstatus: Former"""
"Ods009204","GSE163282","GSM4976573","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 2""_""age: 66""_""tissue: R""_""center: UVA""_""smokingstatus: Never"""
"Ods009206","GSE163282","GSM4976575","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 3""_""age: 61""_""tissue: L""_""center: UVA""_""smokingstatus: Current"""
"Ods009208","GSE163282","GSM4976577","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 4""_""age: 59""_""tissue: R""_""center: UVA""_""smokingstatus: Never"""
"Ods009210","GSE163282","GSM4976579","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 5""_""age: 53""_""tissue: R""_""center: UVA""_""smokingstatus: Never"""
"Ods009212","GSE163282","GSM4976581","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 6""_""age: 71""_""tissue: R""_""center: UVA""_""smokingstatus: Never"""
"Ods009214","GSE163282","GSM4976583","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 8""_""age: 58""_""tissue: R""_""center: UVA""_""smokingstatus: Never"""
"Ods009216","GSE163282","GSM4976585","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 9""_""age: 64""_""tissue: R""_""center: UVA""_""smokingstatus: Never"""
"Ods009218","GSE163282","GSM4976587","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 10""_""age: 64""_""tissue: L""_""center: UVA""_""smokingstatus: Never"""
"Ods009220","GSE163282","GSM4976589","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 11""_""age: 54""_""tissue: R""_""center: UVA""_""smokingstatus: Never"""
"Ods009222","GSE163282","GSM4976591","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 12""_""age: 74""_""tissue: L""_""center: UVA""_""smokingstatus: Never"""
"Ods009224","GSE163282","GSM4976593","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 13""_""age: 56""_""tissue: L""_""center: UVA""_""smokingstatus: Former"""
"Ods009226","GSE163282","GSM4976595","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 14""_""age: 67""_""tissue: L""_""center: UVA""_""smokingstatus: Former"""
"Ods009228","GSE163282","GSM4976597","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 15""_""age: 73""_""tissue: L""_""center: UVA""_""smokingstatus: Never"""
"Ods009230","GSE163282","GSM4976599","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 16""_""age: 34""_""tissue: L""_""center: UVA""_""smokingstatus: Never"""
"Ods009232","GSE163282","GSM4976601","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 17""_""age: 64""_""tissue: L""_""center: UVA""_""smokingstatus: Never"""
"Ods009234","GSE163282","GSM4976603","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 18""_""age: 61""_""tissue: R""_""center: UVA""_""smokingstatus: Current"""
"Ods009236","GSE163282","GSM4976605","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 19""_""age: 50""_""tissue: L""_""center: UVA""_""smokingstatus: Former"""
"Ods009238","GSE163282","GSM4976607","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 20""_""age: 63""_""tissue: R""_""center: UVA""_""smokingstatus: Current"""
"Ods009240","GSE163282","GSM4976609","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 21""_""age: 65""_""tissue: R""_""center: UVA""_""smokingstatus: Never"""
"Ods009242","GSE163282","GSM4976611","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 22""_""age: 62""_""tissue: L""_""center: UVA""_""smokingstatus: Never"""
"Ods009244","GSE163282","GSM4976613","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 23""_""age: 68""_""tissue: L""_""center: UVA""_""smokingstatus: Current"""
"Ods009246","GSE163282","GSM4976615","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 24""_""age: 70""_""tissue: R""_""center: UVA""_""smokingstatus: Never"""
"Ods009248","GSE163282","GSM4976617","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 25""_""age: 70""_""tissue: R""_""center: UVA""_""smokingstatus: Never"""
"Ods009250","GSE163282","GSM4976619","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 26""_""age: 52""_""tissue: R""_""center: UVA""_""smokingstatus: Current"""
"Ods009252","GSE163282","GSM4976621","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 27""_""age: 52""_""tissue: R""_""center: UVA""_""smokingstatus: Current"""
"Ods009254","GSE163282","GSM4976623","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 28""_""age: 50""_""tissue: L""_""center: UVA""_""smokingstatus: Never"""
"Ods009256","GSE163282","GSM4976625","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: F""_""treatment: CTL""_""pair: 29""_""age: 47""_""tissue: R""_""center: UVA""_""smokingstatus: Never"""
"Ods009258","GSE163282","GSM4976627","Colon","RNA-Seq","Homo sapiens",NA,"""cell type: Colon Organoid""_""Sex: M""_""treatment: CTL""_""pair: 30""_""age: 59""_""tissue: R""_""center: UVA""_""smokingstatus: Never"""
