"studyid","accession","case_sample","tissue","platform","species","Series_pubmed_id","X.Sample_characteristics_ch1"
"Ods004401","GSE124392","GSM3531622","Kidney","RNA-Seq","Homo sapiens","31265809","""cell line source: H9""_""source cell type: human embryonic stem cells""_""differentiation day: Day 28""_""cell line of origin: H9 human embryonic stem cell""_""genotype/variation: MAFB-P2A-eGFP"""
"Ods004402","GSE124392","GSM3531623","Kidney","RNA-Seq","Homo sapiens","31265809","""cell line source: H9""_""source cell type: human embryonic stem cells""_""differentiation day: Day 28""_""cell line of origin: H9 human embryonic stem cell""_""genotype/variation: MAFB-P2A-eGFP"""
"Ods004403","GSE124392","GSM3531624","Kidney","RNA-Seq","Homo sapiens","31265809","""cell line source: H9""_""source cell type: human embryonic stem cells""_""differentiation day: Day 28""_""cell line of origin: H9 human embryonic stem cell""_""genotype/variation: MAFB-P2A-eGFP"""
"Ods004422","GSE124569","GSM3526402","Retina","RNA-Seq","Homo sapiens","30842553","""age at dissection (day): D20""_""days in vitro: 0""_""tissue origin: H9-derived retinal organoids""_""karyotype: WT""_""tissue: retina"""
"Ods004423","GSE124569","GSM3526405","Retina","RNA-Seq","Homo sapiens","30842553","""age at dissection (day): D30""_""days in vitro: 0""_""tissue origin: H9-derived retinal organoids""_""karyotype: WT""_""tissue: retina"""
"Ods004424","GSE124569","GSM3526407","Retina","RNA-Seq","Homo sapiens","30842553","""age at dissection (day): D40""_""days in vitro: 0""_""tissue origin: H9-derived retinal organoids""_""karyotype: WT""_""tissue: retina"""
"Ods004425","GSE124569","GSM3526409","Retina","RNA-Seq","Homo sapiens","30842553","""age at dissection (day): D63""_""days in vitro: 0""_""tissue origin: H9-derived retinal organoids""_""karyotype: WT""_""tissue: retina"""
"Ods004426","GSE124569","GSM3526410","Retina","RNA-Seq","Homo sapiens","30842553","""age at dissection (day): D92""_""days in vitro: 0""_""tissue origin: H9-derived retinal organoids""_""karyotype: WT""_""tissue: retina"""
"Ods004570","GSE127556","GSM3636069","Small intestine","RNA-Seq","Mus musculus","32160911","""genotype/variation: wild type""_""strain: C57BL/6""_""cell type: organoid culture"""
"Ods004571","GSE127556","GSM3636070","Small intestine","RNA-Seq","Mus musculus","32160911","""genotype/variation: wild type""_""strain: C57BL/6""_""cell type: organoid culture"""
"Ods004572","GSE127556","GSM3636071","Small intestine","RNA-Seq","Mus musculus","32160911","""genotype/variation: wild type""_""strain: C57BL/6""_""cell type: organoid culture"""
"Ods004743","GSE128667","GSM3682013","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 0""_""genotype: empty vehicle"""
"Ods004744","GSE128667","GSM3682014","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 0""_""genotype: empty vehicle"""
"Ods004745","GSE128667","GSM3682015","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 0""_""genotype: empty vehicle"""
"Ods004746","GSE128667","GSM3682016","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 0""_""genotype: wild type"""
"Ods004747","GSE128667","GSM3682017","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 0""_""genotype: wild type"""
"Ods004748","GSE128667","GSM3682018","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 0""_""genotype: wild type"""
"Ods004755","GSE128667","GSM3682025","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 1""_""genotype: empty vehicle"""
"Ods004756","GSE128667","GSM3682026","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 1""_""genotype: empty vehicle"""
"Ods004757","GSE128667","GSM3682027","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 1""_""genotype: empty vehicle"""
"Ods004758","GSE128667","GSM3682028","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 1""_""genotype: wild type"""
"Ods004759","GSE128667","GSM3682029","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 1""_""genotype: wild type"""
"Ods004760","GSE128667","GSM3682030","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 1""_""genotype: wild type"""
"Ods004767","GSE128667","GSM3682037","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 11""_""genotype: empty vehicle"""
"Ods004768","GSE128667","GSM3682038","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 11""_""genotype: empty vehicle"""
"Ods004769","GSE128667","GSM3682039","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 11""_""genotype: empty vehicle"""
"Ods004770","GSE128667","GSM3682040","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 11""_""genotype: wild type"""
"Ods004771","GSE128667","GSM3682041","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 11""_""genotype: wild type"""
"Ods004772","GSE128667","GSM3682042","Prostate","RNA-Seq","Mus musculus","31243370","""time point: Day 11""_""genotype: wild type"""
"Ods004779","GSE128717","GSM3683649","Liver","RNA-Seq","Homo sapiens",NA,"""tissue: human adult liver tissue""_""cell type: human adult hepatic organoids""_""passage: 1"""
"Ods004780","GSE128717","GSM3683650","Liver","RNA-Seq","Homo sapiens",NA,"""tissue: human adult liver tissue""_""cell type: human adult hepatic organoids""_""passage: 1"""
"Ods004817","GSE129104","GSM3693288","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D37"""
"Ods004818","GSE129104","GSM3693289","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D37"""
"Ods004819","GSE129104","GSM3693290","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D67"""
"Ods004820","GSE129104","GSM3693291","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D67"""
"Ods004821","GSE129104","GSM3693292","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D67"""
"Ods004822","GSE129104","GSM3693293","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D90"""
"Ods004823","GSE129104","GSM3693294","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D90"""
"Ods004824","GSE129104","GSM3693295","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D120"""
"Ods004825","GSE129104","GSM3693296","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D120"""
"Ods004826","GSE129104","GSM3693297","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D150"""
"Ods004827","GSE129104","GSM3693298","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D150"""
"Ods004828","GSE129104","GSM3693299","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D200"""
"Ods004829","GSE129104","GSM3693300","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D200"""
"Ods004830","GSE129104","GSM3693301","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D37"""
"Ods004831","GSE129104","GSM3693302","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D37"""
"Ods004832","GSE129104","GSM3693303","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D37"""
"Ods004833","GSE129104","GSM3693304","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D60"""
"Ods004834","GSE129104","GSM3693305","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D60"""
"Ods004835","GSE129104","GSM3693306","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D67"""
"Ods004836","GSE129104","GSM3693307","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D75"""
"Ods004837","GSE129104","GSM3693308","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D75"""
"Ods004838","GSE129104","GSM3693309","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D90"""
"Ods004839","GSE129104","GSM3693310","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D90"""
"Ods004840","GSE129104","GSM3693311","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D105"""
"Ods004841","GSE129104","GSM3693312","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D105"""
"Ods004842","GSE129104","GSM3693313","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D120"""
"Ods004843","GSE129104","GSM3693314","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D120"""
"Ods004844","GSE129104","GSM3693315","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D150"""
"Ods004845","GSE129104","GSM3693316","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D150"""
"Ods004846","GSE129104","GSM3693317","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D200"""
"Ods004847","GSE129104","GSM3693318","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: 9CRAL""_""differentiation day: D200"""
"Ods004848","GSE129104","GSM3693319","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D25"""
"Ods004849","GSE129104","GSM3693320","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D25"""
"Ods004850","GSE129104","GSM3693321","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D25"""
"Ods004851","GSE129104","GSM3693322","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D25"""
"Ods004852","GSE129104","GSM3693323","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D25"""
"Ods004853","GSE129104","GSM3693324","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D25"""
"Ods004854","GSE129104","GSM3693325","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D25"""
"Ods004855","GSE129104","GSM3693326","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D60"""
"Ods004856","GSE129104","GSM3693327","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D60"""
"Ods004857","GSE129104","GSM3693328","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D60"""
"Ods004858","GSE129104","GSM3693329","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D88"""
"Ods004859","GSE129104","GSM3693330","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D88"""
"Ods004860","GSE129104","GSM3693331","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D88"""
"Ods004861","GSE129104","GSM3693332","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D123"""
"Ods004862","GSE129104","GSM3693333","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D123"""
"Ods004863","GSE129104","GSM3693334","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D123"""
"Ods004864","GSE129104","GSM3693335","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D123"""
"Ods004865","GSE129104","GSM3693336","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D123"""
"Ods004866","GSE129104","GSM3693337","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D172"""
"Ods004867","GSE129104","GSM3693338","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D172"""
"Ods004868","GSE129104","GSM3693339","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D172"""
"Ods004869","GSE129104","GSM3693340","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D186"""
"Ods004870","GSE129104","GSM3693341","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D186"""
"Ods004871","GSE129104","GSM3693342","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: ESP""_""retinoic acid: ATRA""_""differentiation day: D186"""
"Ods004872","GSE129104","GSM3693343","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D38"""
"Ods004873","GSE129104","GSM3693344","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D38"""
"Ods004874","GSE129104","GSM3693345","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D90"""
"Ods004875","GSE129104","GSM3693346","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D90"""
"Ods004876","GSE129104","GSM3693347","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D90"""
"Ods004877","GSE129104","GSM3693348","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D90"""
"Ods004878","GSE129104","GSM3693349","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D90"""
"Ods004879","GSE129104","GSM3693350","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D90"""
"Ods004880","GSE129104","GSM3693351","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D120"""
"Ods004881","GSE129104","GSM3693352","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D120"""
"Ods004882","GSE129104","GSM3693353","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D120"""
"Ods004883","GSE129104","GSM3693354","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D145"""
"Ods004884","GSE129104","GSM3693355","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D153"""
"Ods004885","GSE129104","GSM3693356","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D200"""
"Ods004886","GSE129104","GSM3693357","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D202"""
"Ods004887","GSE129104","GSM3693358","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: NEI377""_""retinoic acid: ATRA""_""differentiation day: D203"""
"Ods004888","GSE129104","GSM3693359","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: ATRA""_""differentiation day: D38"""
"Ods004889","GSE129104","GSM3693360","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: ATRA""_""differentiation day: D91"""
"Ods004890","GSE129104","GSM3693361","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: ATRA""_""differentiation day: D91"""
"Ods004891","GSE129104","GSM3693362","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: ATRA""_""differentiation day: D122"""
"Ods004892","GSE129104","GSM3693363","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: ATRA""_""differentiation day: D152"""
"Ods004893","GSE129104","GSM3693364","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: ATRA""_""differentiation day: D152"""
"Ods004894","GSE129104","GSM3693365","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: ATRA""_""differentiation day: D200"""
"Ods004895","GSE129104","GSM3693366","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: ATRA""_""differentiation day: D201"""
"Ods004896","GSE129104","GSM3693367","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: iPSC""_""cell line: PEN8E""_""retinoic acid: ATRA""_""differentiation day: D201"""
"Ods004897","GSE129104","GSM3693368","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: ATRA""_""differentiation day: D90"""
"Ods004898","GSE129104","GSM3693369","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: ATRA""_""differentiation day: D90"""
"Ods004899","GSE129104","GSM3693370","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: ATRA""_""differentiation day: D120"""
"Ods004900","GSE129104","GSM3693371","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: ATRA""_""differentiation day: D120"""
"Ods004901","GSE129104","GSM3693372","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: ATRA""_""differentiation day: D120"""
"Ods004902","GSE129104","GSM3693373","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D90"""
"Ods004903","GSE129104","GSM3693374","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D90"""
"Ods004904","GSE129104","GSM3693375","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D120"""
"Ods004905","GSE129104","GSM3693376","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D120"""
"Ods004906","GSE129104","GSM3693377","Retina","RNA-Seq","Homo sapiens","31814692","""stem cells type: ESC""_""cell line: H9""_""retinoic acid: 9CRAL""_""differentiation day: D120"""
"Ods004968","GSE129457","GSM3713194","Intrahepatic bile duct","RNA-Seq","Homo sapiens","31130514","""genotype: WT""_""tissue: liver ductal organoids""_""donor id: human donor Donor1-D19"""
"Ods004969","GSE129457","GSM3713195","Intrahepatic bile duct","RNA-Seq","Homo sapiens","31130514","""genotype: WT""_""tissue: liver ductal organoids""_""donor id: human donor Donor2-D13"""
"Ods004970","GSE129457","GSM3713196","Intrahepatic bile duct","RNA-Seq","Homo sapiens","31130514","""genotype: WT""_""tissue: liver ductal organoids""_""donor id: human donor Donor3-D17"""
"Ods004997","GSE130075","GSM3731527","Liver","scRNA-Seq","Homo sapiens","31155493","""cell type: iPSC derived human liver organoids""_""cultured day: day33"""
"Ods005006","GSE130318","GSM3735994","Prostate","scRNA-Seq","Homo sapiens","31317052","""cell type: Primary Epithelial Cells""_""tissue: Prostate""_""culture condition: Matrigel"""
"Ods005009","GSE130649","GSM3746280","Inner ear","scRNA-Seq","Mus musculus","31204303","""cell type: Inner ear organoid""_""developmental stage: Day 35""_""derived strain: 129X1x129S1""_""genotype/variation: Wild-Type_R1/E"""
"Ods005050","GSE131380","GSM3772927","Prostate","RNA-Seq","Homo sapiens","32170918","""cell type: Pro Organoid Week 12"""
"Ods005051","GSE131380","GSM3772928","Prostate","RNA-Seq","Homo sapiens","32170918","""cell type: Basal"""
"Ods005052","GSE131380","GSM3772929","Prostate","RNA-Seq","Homo sapiens","32170918","""cell type: Basal"""
"Ods005053","GSE131380","GSM3772930","Prostate","RNA-Seq","Homo sapiens","32170918","""cell type: Luminal"""
"Ods005054","GSE131380","GSM3772931","Prostate","RNA-Seq","Homo sapiens","32170918","""cell type: Luminal"""
"Ods005106","GSE131845","GSM3822129","Prostate","RNA-Seq","Mus musculus","32024754","""tissue: prostate""_""type: organoids""_""mouse line: CMV-Cre-ERT2, Tip5 lox/lox, ROSA26-mTmg-Tg+ (inducible Tip5-KO)""_""treatment: lentiviral transduction with shRNA-control""_""genotype: WT"""
"Ods005107","GSE131845","GSM3822130","Prostate","RNA-Seq","Mus musculus","32024754","""tissue: prostate""_""type: organoids""_""mouse line: CMV-Cre-ERT2, Tip5 lox/lox, ROSA26-mTmg-Tg+ (inducible Tip5-KO)""_""treatment: lentiviral transduction with shRNA-control""_""genotype: WT"""
"Ods005112","GSE131845","GSM3822135","Prostate","RNA-Seq","Mus musculus","32024754","""tissue: prostate""_""type: organoids""_""mouse line: CMV-Cre-ERT2, Tip5 lox/lox, ROSA26-mTmg-Tg+ (inducible Tip5-KO)""_""treatment: lentiviral transduction with shRNA-control""_""genotype: WT"""
"Ods005113","GSE131845","GSM3822136","Prostate","RNA-Seq","Mus musculus","32024754","""tissue: prostate""_""type: organoids""_""mouse line: CMV-Cre-ERT2, Tip5 lox/lox, ROSA26-mTmg-Tg+ (inducible Tip5-KO)""_""treatment: lentiviral transduction with shRNA-control""_""genotype: WT"""
"Ods005120","GSE131877","GSM3823876","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D25""_""time point: Day 25"""
"Ods005121","GSE131877","GSM3823877","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D25""_""time point: Day 25"""
"Ods005122","GSE131877","GSM3823878","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D25""_""time point: Day 25"""
"Ods005123","GSE131877","GSM3823879","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D25""_""time point: Day 25"""
"Ods005124","GSE131877","GSM3823880","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D25""_""time point: Day 25"""
"Ods005125","GSE131877","GSM3823881","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-2""_""d.e. group name: ESP1_D25""_""time point: Day 25"""
"Ods005126","GSE131877","GSM3823882","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-2""_""d.e. group name: ESP1_D25""_""time point: Day 25"""
"Ods005127","GSE131877","GSM3823883","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D60""_""time point: Day 60"""
"Ods005128","GSE131877","GSM3823884","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D60""_""time point: Day 60"""
"Ods005129","GSE131877","GSM3823885","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-2""_""d.e. group name: ESP1_D60""_""time point: Day 60"""
"Ods005130","GSE131877","GSM3823886","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D88""_""time point: Day 88"""
"Ods005131","GSE131877","GSM3823887","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D88""_""time point: Day 88"""
"Ods005132","GSE131877","GSM3823888","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-2""_""d.e. group name: ESP1_D88""_""time point: Day 88"""
"Ods005133","GSE131877","GSM3823889","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D123""_""time point: Day 123"""
"Ods005134","GSE131877","GSM3823890","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D123""_""time point: Day 123"""
"Ods005135","GSE131877","GSM3823891","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D123""_""time point: Day 123"""
"Ods005136","GSE131877","GSM3823892","Retina","RNA-Seq","Homo sapiens",NA,"""individual: Control-1""_""d.e. group name: ESP1_D123""_""time point: Day 123"""
